CESENA;SASSUOLO;0;3;FALSE
CROTONE;BRESCIA;1;0;FALSE
EMPOLI;REGGINA;1;1;FALSE
GROSSETO;NOVARA;1;1;FALSE
JUVE STABIA;LIVORNO;1;3;FALSE
MODENA;VERONA;1;1;FALSE
PADOVA;LANCIANO;1;1;FALSE
PRO VERCELLI;TERNANA;1;0;FALSE
SPEZIA;VICENZA;2;1;FALSE
VARESE;ASCOLI;2;0;FALSE
BARI;CITTADELLA;2;1;FALSE
