VERONA;CATANIA;0;0;TRUE
SAMPDORIA;CHIEVO;0;0;TRUE
BOLOGNA;FIORENTINA;0;0;TRUE
ATALANTA;GENOA;0;0;TRUE
SASSUOLO;JUVENTUS;0;0;TRUE
LIVORNO;LAZIO;0;0;TRUE
ROMA;MILAN;0;0;TRUE
INTER;NAPOLI;0;0;TRUE
CAGLIARI;PARMA;0;0;TRUE
TORINO;UDINESE;0;0;TRUE
