MILAN;BOLOGNA;2;1;FALSE
ATALANTA;CAGLIARI;1;1;FALSE
GENOA;CATANIA;0;2;FALSE
ROMA;INTER;1;1;FALSE
PALERMO;LAZIO;2;2;FALSE
FIORENTINA;NAPOLI;1;1;FALSE
CHIEVO;PARMA;1;1;FALSE
SIENA;SAMPDORIA;1;0;FALSE
PESCARA;TORINO;0;2;FALSE
JUVENTUS;UDINESE;4;0;FALSE
