ATALANTA;SIENA;2;1;FALSE
CAGLIARI;BOLOGNA;1;0;FALSE
CHIEVO;FIORENTINA;1;1;FALSE
GENOA;ROMA;2;4;FALSE
INTER;CATANIA;2;0;FALSE
JUVENTUS;NAPOLI;2;0;FALSE
LAZIO;MILAN;3;2;FALSE
PALERMO;TORINO;0;0;FALSE
PARMA;SAMPDORIA;2;1;FALSE
UDINESE;PESCARA;1;0;FALSE
