BOLOGNA;MILAN;1;3;FALSE
CAGLIARI;ATALANTA;1;1;FALSE
CATANIA;GENOA;3;2;FALSE
INTER;ROMA;1;3;FALSE
LAZIO;PALERMO;3;0;FALSE
NAPOLI;FIORENTINA;2;1;FALSE
PARMA;CHIEVO;2;0;FALSE
SAMPDORIA;SIENA;2;1;FALSE
TORINO;PESCARA;3;0;FALSE
UDINESE;JUVENTUS;1;4;FALSE
