ATALANTA;PALERMO;1;0;FALSE
BOLOGNA;LECCE;0;2;FALSE
CAGLIARI;NOVARA;2;1;FALSE
CATANIA;CESENA;1;0;FALSE
INTER;ROMA;0;0;FALSE
LAZIO;GENOA;1;2;FALSE
NAPOLI;MILAN;3;1;FALSE
PARMA;CHIEVO;2;1;FALSE
SIENA;JUVENTUS;0;1;FALSE
UDINESE;FIORENTINA;2;0;FALSE
